text,text_hash,text_exist
Every time I put my lunch tray away in the cafeteria.. I leave the silverware on the tray.,2858688494,True
"Every time Jan and Susan go out to lunch, Susan show up late.",2580944236,True
Every time i hear a plane go by i think its a nuke thats go to drop in my city.,1198529383,True
"Everyone keep say Emma look slimmer, but she didn't see it.",2215843047,True
Everyone think I am be manipulative by say I am suicidal just because I didnt go through with it.,2891653822,True
Everyone think I’m good at what I do and that I have it altogether but..,106830511,True
Ex husband cheat with several woman for several years... ALL I WANT IS HIM.,4243331331,True
Ex manipulate his power to berate me over anger issue that be always his own.,1302535176,True
Finally I place him in a pile of pillow on the floor and he calmed.,365434686,True
"For my egotistical self, I break an innocent person's heart by ghost her.",3382254121,True
"For year as a defense mechanism, I find way not to respond to how be you? so I wouldn't be lie.",917905621,True
Forbes 30 under 30 Tech Millionaire Chris Kelsey Reveals My Biggest Scams.,2865699207,True
Francine lock the child in their room and give them no food.,2486179172,True
Frequently when I want people to like me and they tell unfunny joke I think of good joke and laugh sincerely.,2155095916,True
Friend With Early Dementia Avoids Helping Around the House.,2066552098,True
Friends Refuse to Play Their Part in Drama Queen's Illness.,1941443774,True
Gary find out the strange man he didn't know be his friend.,1986925781,True
Girlfriend Is Convinced That Partner's Parents Dislike Her.,2229146930,True
Guillermo think if he hack the game he would receive rewards.,2912687646,True
Had a Massage on a Well-Known Cruise Line and Had My Lady Parts Stroked.,1893341299,True
Hate with a passion people agree with you just to cut conversation short.,3744406317,True
Hating and actively avoid a mentally challenged guy at my college.,766777386,True
Haven’T talk to my parent in year and I regret it everyday.,3509786274,True
He accelerate until he reach the speed limit and push it further.,79370114,True
He accidently break a glass trinket that belong to his sister.,3324450470,True
He find out it is chicken pox when he give it to three people.,2857506273,True
He find out one day when he get home and the police be there.,2374898988,True
He give her a kiss on the check and notice something different.,3177256599,True
He go to a fast food restaurant but they didn't have a dollar menu.,497948588,True
He have an appetite for a breakfast sandwich from Burger King.,3094025787,True
"He have only his mother, and even she think he would be guilty.",3322025565,True
"He hide and run a lot, not confident that he could fight well.",2691962304,True
He is laugh look back when he didn't notice a can in front.,1647318109,True
He is then prescribe special lotion and now his skin be better.,3667990217,True
He kick her out of the car for threaten him and pick a fight.,2397181230,True
He know he shouldn't eat what wasn't his but he is starving.,2226918728,True
He lose his balance however and fell crash through the branches.,3970766664,True
He lose his job this year and couldn't afford to go this year.,2926712286,True
"He play on FB, which give you notification and interrupt the game.",53745568,True
He shake the vending machine to try to get his chip to fall.,2345473336,True
He spend the night in prison for a cause he didn't even know.,2591757680,True
He tell Abby and a doctor he would play a game non stop for four days.,1461196920,True
He tell the bos his daughter have be kill in India by her husband.,88086300,True
"He try to talk to President Bush, but an undercover cop pull up.",3758429908,True
He use to take them to a fast food place and spend eleven dollars!.,376641404,True
He would crack the plastic when he would slam it down too hard.,3594655385,True
Her husband think her obsession with cat have get out of hand.,3442218597,True
Her mom be upset about her wasting food after her hard work.,2442270113,True
Her mother give her pink and red nail polish to use as paints.,3139769901,True
His bos have tell him that a certain horse would win the race.,3055425048,True
His friend convince him that it is not violence when it is self defense.,3114015229,True
His mother forget that she need to work therefore can't go with him.,1486362749,True
His mother pull over to give him a hug and tell him she love him.,4264564450,True
His parent do not want him to play outside because it is dangerous.,929110120,True
"His sister come home and panicked, she couldn't find her barbie.",3939374781,True
His uncle convince him that he should be a rock star instead.,2851804643,True
His wife give him some advice that help him get over his negativity.,1180571811,True
Honest Teen Loses Motivation as Classmates Win by Cheating.,2274170220,True
Husband'S Letters to Old Flame Continue to Fuel Widow's Anger.,2923173277,True
I A float jellyfish stung Sandy while she play in the ocean.,2289571158,True
I Admitted Hypochondriac Seeks a Cure for Her Fear of Dying.,2257130702,True
I Almost gun down some hiker while work in the marijuana industry.,465770559,True
I Already think about another woman - 1 year into our marriage.,3357808205,True
I Beat Up My Daughter's Boyfriend And Now She is Mad At Me.,1191973675,True
"I Being a transgender woman isn’t easy, I face oppression every day, and today I snap.",2699567106,True
"I Being the vindictive sort, Billy steal their wifi password.",2739541562,True
"I Blackmailing didn't work, so he start follow and harass him.",2971801090,True
I Cheating Husband Bad-Mouths Wife Who Left Him for Another.,1955468462,True
I Common fly to Hawaii and Charles' mother be his attendant.,2014909723,True
I Constantly think of lodge a.45 caliber hollow point into my skull...,1929844917,True
I Do you guy sometimes have the urge to scream and destroy every object that be near you. Just out frustration. Cause I do.,3136891915,True
I Ending my life today and can't get over the guilt of hurt my sister.,1552357550,True
I Esgtranged from farther who be die and I couldn't care less...,3737523725,True
"I Estranged from worthless father who deserve a slow death, part II.",1615730795,True
"I Family think my sister move in with me so she can save money, in reality it is so we can keep sleeping together.",279062691,True
I Father Opposed to Wedding Is Brought to His Senses by Wife.,2434864422,True
I Found out my girlfriend of 5 year make out with a coworker. I have be cheat on her for a month.,1943740803,True
I Have be have the same reoccurring dream in which I am brutally murder innocent and smiling. Ignore my username.,3983747253,True
I Have to make a desicion about my career that could ruin multiple people's life.,2446531856,True
I Is get off to people that cheat on their SO with me a bad thing?.,94443191,True
I Is it normal to tear up when look at picture of yourself? Because I have.,3828423256,True
I Joined a prestigious university by cheat and my life have never be worse.,286137158,True
I Just get into a fight with one of my SOs after she refuse to validate and instead insulted my identity..,3310495203,True
I Kicked My Oldest Daughter To The Curb And I Do Not Regret It.,2605454494,True
I Knowing that !!Iron Man die in End Game!! I really don't want to want to watch it now.,4275248456,True
I Listening to my classmate struggle over material I know secretly make me feel superior.,3289587931,True
I Looking up the movie on Wikipedia ruin the plot but I do it anyways.,1863653587,True
I Lost Letters From Late Brother Spark Family Disagreement.,1827738920,True
I Lost my mom wed ring which end up be the root cause of her divorce.,1124079653,True
"I Lying in bed, Javier remembers that he didn't brush his teeth.",3419608678,True
I Not sure this be the right place for this. Thought of a disturbing revenge plan.,2866683203,True
I Please do not judge me for I am merely a mortal with weakness and flaw like everybody else - I am sick and I do need help!!!.,47786777,True
"I Reading all these story about bad relationships, cheating, abuse, etc. be make me scared of commitment.",3353945480,True
I Sleeping in a Walmart bathroom instead of my car tonight.,1935349041,True
"I Starting my shift and I can't wait to go home I am tired, please help!!!.",3427997929,True
I Struggling more than I think and more than I would like to admit.,680859551,True
"I Struggling with my depression, I felt the need to seek out help.",497096581,True
I Taking care of my family be not enough to fulfill me in life.,3159561734,True
I There be a puddle on the road by this bus stop and I purposefully drive through it and soak a child and his mother wait for the bus.,1781739390,True
I There's a Whole Lot of Fakin' Going on in American Bedrooms.,2122519777,True
"I There’s some people I hate so much, that I’d be able to watch them bleed out in front of me.",130687892,True
I Think Modern Day Feminism Is Cancer And It is Destroying Relationships In The Western World.,153100570,True
I Thinking back I don't know if I am desensitize due to childhood abuse or have sociopathic tendency.,30221354,True
"I Thinking he could make it, Adrian pull out in front of the log truck.",2035292388,True
"I Thinking they wouldn't get swept away, they get in the creek.",3568440943,True
"I This cause the door to break, distract them from their fight.",3283293816,True
"I Traded handjobs with my best friend in middle school. I don’t regret the act, but I do regret that it ruin our friendship.",1153904030,True
"I Whenever calibrate a new game or reach a super dark and scary level, I CHEAT and crank up the brightness.",3655935270,True
"I Whenever there’s a mass shooting, the first thing I think of be DJ Khaleed say “another one”.",2181834317,True
I abruptly kick out a pianist out of an amateur musical comedy project.,2697271823,True
I absolutely loathe a super nice girl I work with who have do nothing to deserve my hatred.,3962642665,True
I accept my co-worker's Facebook friend request without first notify my girlfriend.,4134149853,True
I accidentally drop the phone of a girl in the unflushed toilet.,3982104368,True
"I accidentally euthanized my roommate's dog against its will, while my roommate be vacation in Europe.",2594121077,True
I accidentally lock my father's cat in a room without food or drinking for 2 day.,2837650623,True
I accidentally mow down my best friend dad in a mosh pit a few yeats ago.,3351976385,True
I accuse my mother of lying? my holiday be completely ruin and my relationship with my mother sever over this word.,2139368028,True
I act normal border on relieve and excite that my wife be leave me.,765073341,True
I aggressively confront someone in front of their best friend.,3795654435,True
I almost hit a kid in the parking lot at the park yesterday.,2096502103,True
I always correct others when they are wrong or when I think they are wrong.,337386298,True
I always feel there could be a mass shoot when I go the movie and be constantly on edge.,1650859786,True
I always say ‘Requiescat in pace’ whenever I see anyone have die thanks to assasins creed.,3382453199,True
I always try to over tip a breakfast waitress and feel guilty when I can't.,135797455,True
I am 13 and I get send to detention Friday for ask a question my science teacher couldn't explain.,1690116712,True
"I am 18, and have only ever kiss one girl who I think about every day.",808589289,True
"I am 26, lose sanity. I use drug and people to stay afloat.",965809134,True
"I am 40, reasonably successful and I am high the majority of the time.",1250039877,True
"I am Attached But I Have A HUGE Crush On Someone In Office. Is It Wrong? I am more excited meet my crush, than meet my bf.",1858545706,True
I am Developing Feelings For a Close Friend and I Hate Myself for It.,999429992,True
I am PROBABLY a target of a kidnapper when I am 6 year old.,802427660,True
I am Watching the Eventual Death of my Best Friend's Marriage.,2734822793,True
I am a 23 year old female and fantasize about cheat on my husband.,3679262406,True
I am a MIL and I cannot reveal the reason I have for hat my daughter in law.,3174701494,True
I am a cheater who can't communicate his feeling and I hate myself.,342169471,True
"I am a computer addict, and because of that I have a low self of steam.",1764169813,True
I am a inch away from ruin two girl best friend lifelong relationship.,1737234813,True
I am a massage therapist and sometimes I'll pick my nose and eat my booger while I am massage clients.,1024140323,True
"I am a massive soyboy cuck, and I fight for social justice online by censor people I disagree with.",3467649877,True
"I am a nail biter. If I take care of business on the couch, I stuff them in between cushions.",2930581520,True
"I am a smoker, when I get cancer I will not pay for treatment.",2309952866,True
I am abuse by an ex best friend and I will never tell a soul.,2133791980,True
I am afraid to leave my apartment because I think the zionist satellite ray will read my thought.,2824086351,True
"I am allergic to water, and sometimes I drink plain water to have an allergic reaction since I enjoy the feeling of it.",3915917911,True
I am an arrogant poker shark and I lose my shirt. Literally.,2102859052,True
I am angry my husband leave my dog with people who previously lose her.,2473335266,True
"I am annoy that my fiancé run away every single time he is upset, no matter how little it is? and then act like nothing ever happen.",2938712122,True
I am annoy that my friend always expect me to sit her dog for free.,682891195,True
I am attract to old men when I am a child. I still be today into adulthood.,3231586766,True
I am boycott YouTube because of there crackdown on freedom of speech.,1740904708,True
I am bully in High school so bad it drive me to plant a fake bomb threat note on a bully to get rid of him.,3349619954,True
"I am depressed, lonely and have a bad habbit of visit escort from time to time.",1413028854,True
I am discharge from therapy today after an intense year of constant monitoring.,2148932943,True
"I am emotionally cheat on my wife, but it is with a woman I amlieve be my soulmate.",3381534008,True
I am exceptionally nice to people who seem like school shooter material to survive the shoot if they ever snap.,4134545656,True
I am falsely accuse of harassment. I no longer believe women.,2628589010,True
"I am feed up with a customer, and ask my manager to ban them from the store.",3993574033,True
I am get kick out of my apartment by my roommate and I am fine with it.,2001410225,True
I am go to be kick out of university soon.havn't tell my parent.,3512538829,True
I am gonna choke slam the next guy who passive-aggressively hit on me.,2038896996,True
I am hate my family although they are the only one who love and care about me.,1128340386,True
I am head to prison in 5 days. And I am not ready this time round.,3605206592,True
I am heckle at trivia for supposedly cheat and I yell back at the individual.,690690940,True
I am in a relationship with a girl I meet online and I never tell my family about it and never will.,3715048236,True
"I am in love with my best friend, who happen to be a good friend girlfriend.",4090436291,True
I am in love with two girl and I cannot meet them irl.help.,1606358157,True
I am intentionally put myself in a position to become a drug addict.,1550457008,True
"I am leave for work, heckle a large rottweiler and get my Ferragamo loafer chew up.",3375897988,True
I am live the consequence of my past drug abuse and my husband STILL hasn't figure it out.,2796232615,True
I am mad at my parent for buy expensive thing for my brother when to me they say to earn my own money.,1216619649,True
I am mad that my dad wouldn't co-sign on my car loan unless I buy a car he agree to.,3239189661,True
I am married and I want to bang a hot coworker who be into me.,2557416788,True
"I am married, but in love with a married co-worker of a different race.",1984895216,True
I am mean to woman because they swipe me leave on Tinder too much.,155850599,True
I am more than 3 quarter through my course and I haven't get any physical proof of work.,1580343103,True
"I am motivate by hate in every way, but it help me too much to stop.",870651862,True
I am my own bad enemy and attack myself. I want to self harm.,2247693574,True
"I am not attract to actual people, only to anime character.",1936463156,True
"I am not suicidal, but sometimes I think about it for revenge.",2972390948,True
I am nota racist but every time I drink I yell racial slur at people from my apartment window.,650125773,True
"I am obsess with the idea of be a serial impregnator, but I don't want to ruin anyone's life.",4058652805,True
"I am one of the bad employees, but yet I still keep get promoted and recently get a very lucrative job offer.",818489053,True
I am overwhelm with guilt over a friend who disappear even though the cop know what really happen.,3980534772,True
I am partially responsible for 1 death and 7 injured people.,2412844380,True
"I am physically and mentally sick, and I would rather he homeless than spend another day be abuse by my wife's family.",3652266564,True
I am pretty blunt when I give my opinion to the other staff members.,1133451392,True
I am pretty happy about the dead bum that get find behind where I work.,2369460513,True
I am project my own infidelity on my gf. And it hurt to suffer from constant jealousy.,770187025,True
I am quite good and enjoy use the Internet to find out everything about people.,1743133895,True
"I am racist, as racism be a result of clear, rational thought, and not stupidity.",2115116246,True
I am raise as a Christian mainly by my extremely care grandfather and I am start to doubt my religion but I know it will crush him.,64827074,True
"I am really lonely, and I am afraid I won't be afraid when my time come because I have nothing to lose.",470950786,True
I am rude to all doctor whether in social situation or practice - since they are selective over whom they arerate for have tattoo.,40578914,True
I am sacrifice my psychological and physical health to maintain medical qualification for education.,1264854363,True
I am scar of my father for something that happen 8 year ago.,2122061062,True
I am secretly go to massage parlor for happy endings..girlfriend have no idea.,1528372290,True
I am selfish. I let my best friend in the world suffer for years.,3714520786,True
I am sell 2 of my Apple stock so that my dad doesn't have to worry about my college textbooks this quarter.,3287098932,True
I am send my dad to the bad retirement home I can find when he is old.,1313740776,True
"I am sick and tired of people make excuses, sick of this war.",2412189024,True
I am so annoyed that people I know treat be single like an illness.,531109835,True
I am so jealous when people post about their sobriety. The man I love die an addict.,4231601588,True
I am somewhat of a hypocrite for post mock content on the internet about people who stoop to low of humanity on the internet.,985607671,True
I am start to think that I might be on the autism spectrum.,1710101747,True
I am the guy who keep tell people who be suicidal to jump and do a flip.,2510756121,True
I am tire of all the hate in the world and like to imagine what it would be like if everyone find mutual ground and get along.,3911724208,True
I am tire of my sister-in-law and wish we never try to help her have a good life.,2258967622,True
I am tire of torture myself when I think about my cheating ex who give me mycoplasma.,442375855,True
I am too in love with the woman I am cheat on my wife with.,1529549898,True
I am too obsess with my partner to the point I already want to marry them after only a few month.,2780898001,True
"I am try really hard to get my unread notification to 1k. Idk why. I am at 764 right now, please comment to help lol.",1206659090,True
I am upset at my girlfriend for leave me alone at her house.,2244416837,True
I am upset my partner have this convo with his ex in private.,2794001929,True
I am upset that my boyfriend keep go on international trip to visit another woman.,3595509316,True
I am upset that my step dad usually bring expired pop to party he host.,2521897394,True
I am upset that my stepmom go behind my back to fee our cat low quality food.,655170414,True
I am upset with my friend for hang out with someone that threaten me.,1644239102,True
I am upset with my girlfriend for I have your ball in my purse joke.,1103632434,True
I am very busy with my life and have a hard time find the time.,3168015848,True
I am very close to just leave my parent house and not look back.,3820754646,True
I amat up a walmart employee because i couldn't find what i want.,4170061586,True
"I amlieve I cause a kid to be a potential school shooter, and im terrified.",3599440488,True
I ask GF to unfollow a guy on Ig who she have an incident with.,2758022571,True
I ask for my ex to keep a consistent custody schedule with the kid instead of go out drink.,3612876996,True
I ask my boyfriend to kick his ex-girlfriend off of his Netflix account.,2841844211,True
I ask my dad to stop talk to my ex husband or cut him (my Dad) out of my life.,434969188,True
I ask my father to speak respectfully to me in front of my kid.,3509851768,True
I ask my girlfriend to stop discuss our intimate life outside our relationship.,2355240352,True
I ask my if my new girlfriend would shave *down there the first time I go down on her/saw her naked.,4175766341,True
I attempt to confront my wife's lover and trespassing in his home.,717363232,True
I attempt to sabotage an already failed relationship just for good measure.,420944848,True
I avoid a hyper-social old lady with a mental disability who live in my building.,2734300474,True
I avoid go to my father's house because I don't like the fact he cheat on my mom.,2057706465,True
I baby trap my boyfriend by lie to him about birth control.,1930958144,True
I backstabbed a friend because he make my crush happy and hurt myself for her attention.,2034900969,True
I bang a chick after know her for less than an hour and 5 year later i find out i have a kid.,3696959410,True
"I bite myself out of selfharm, it bruise and i keep bruise it without my SO knowing.",4116782591,True
I blatantly ignore my mother because I dont want to be her puppet.,622401491,True
I blow my load in my girlfriend hair and didn’t tell her about it on her lunch break.,1854283709,True
I bolt out of the house during the last earthquake and run into the street leave my wife to fend for herself.,1937516396,True
I break a promise I make to my boyfriend and he doesn’t know.,3253671702,True
I break my brother-in-law's expensive VR system after he and my wife play a very cruel joke on me.,3282510527,True
I break my friend's earbuds and refuse to pay for them after he try to steal money from my backpack and then insult me as I try to apologize.,3986960994,True
I break my own foot because my mother didn't believe me that it hurt.,1504188565,True
I break off contact from a close friend because he start creep me out.,1906055411,True
"I break off the relationship, as it is get too much for me.",1846351004,True
I break up with GF for cheat even though I have previously.,1593971939,True
I break up with a girl after find out she have sleep with a friend of mine.,3806665288,True
I break up with my boyfriend because of his friendship with his ex.,878057536,True
I break up with my boyfriend of three year because I hate myself.,4225439543,True
I break up with my girlfriend for open up to me about her past abuse.,1539381407,True
I break up with my girlfriend for sleep in bed with her ex.,1979651300,True
I break up with my girlfriend who go and be go through abuse.,2633438639,True
I break up with my so because of bodily change if I make it clear before.,2887129449,True
I break up with the one I love because I don't want to hurt him anymore.,2239043862,True
"I break up with you base on bad and predatory advice, and you didn't fight me or recognize my crazy.",4028638083,True
I bring up cheat rumor to my friend before his wedding without ALSO (or first) confront his fiancé.,206513242,True
I burn down an entire wooded park and keep it a secret for nearly 10 years.,4010940992,True
I buy my female friend a Christmas gift but not for the reason you think...,4057864844,True
I buy myself an Xbox even though my girlfriend hat video game and doesn't want me buy one.,3203014692,True
I call cps on a family member last night after they endanger the life of their child.,163520070,True
I call my friend a lazy btch after she refuse to wash the dish.,3207796271,True
I call out an angry driver with my gf in the passenger seat.,2218530148,True
I call out my parent about their bad parenting? my brother try to run away and I go off at them.,2213683702,True
I call police on neighbor for let their cat roam at night unattended in.,2824018396,True
I call the cop on my Aunty for not feed her kid and have them clean the house at 11P.M on a school night.,1844585405,True
I call the cop on my boyfriend because of his questionable porn stash.,1943279995,True
"I can feel myself become dependent on drinking, drug &amp; smoke but I can’t stop.",4175634050,True
I can not call or speak to people on the phone because when I am around 15.,3746699708,True
I can see my parent grow old in front of me and I feel guilty about not be able to do enough.,3903201365,True
I can't stop think about what happen or get work up over it.,2266699094,True
"I can't study without the help of prescription drugs, and I am not sure I can give them up.",3662290967,True
I cant help get an urge to cut the side of my mouth whenever I am hold scissors.,1690704961,True
I can’t find a will to live anymore. I have no willpower or strength leave in me.,151854660,True
I carry intestinal parasite for many year because I am too embarrassed to seek treatment.,3265405123,True
I catch my mother sleep with our racist neighbor. What can and should I do?.,441785024,True
I catch my so watching porn in the early morning and go through his phone when he finally go to bed.,321921984,True
I catfish people for money.. can I truly get in trouble for this?.,177084215,True
I change my clock setting to military time just so it’s a slight inconvenience to anyone that use my phone to check the time.,3679399722,True
I cheat my on girlfriend with my best friend's girlfriend..,2033456444,True
I cheat on my SO with a man and she find out because I am really dumb.,1046878151,True
"I cheat on my boyfriend, get pregnant from another man and now I want to get him back.",825564746,True
I cheat on my girlfriend of 4 year and lie about it for 5 months.,3789428314,True
I cheat on my long term girlfriend with a fat latina masseuse.,3046839909,True
I cheat on my twin brother with his girlfriend. And I think now she is pregnant with my baby.,290595093,True
I choke myself 20+ time on the daily and I don't know how to stop.,3773044301,True
I choose not to participate in an well-anticipated band trip because I am prioritize grade and my mental health.,4261816503,True
I come to the party way to early the first time I have an intimate moment.,3515226720,True
I complain to the manager about a lady who cut in front of me in line but say she have a right to because she have a service dog.,2345676118,True
I complete a project so fast that the others in my group didn't get a piece of it.,3239320797,True
I consider break up with my bf because he ignore me for his autistic brother.,792402885,True
I consider break up with my boyfriend for something he say.,2245072268,True
I consider end friendship for hide something from me when I specifically ask otherwise.,2068389907,True
"I consider euthanizing our cat because he is gotten sick, and pet care in the US be outrageously expensive.",755705555,True
I constantly burn all of my bridge and now I don’t know how to stop.,2388531669,True
"I constantly feel like a failure, especially to my parent and family.",1853364496,True
I could care less about Christmas and certainly don't want to have to see my family.,81927725,True
I create fake IDs for the sole purpose of return thing at Walmart all while look for a steady job.,3028427484,True
I create people I don't like in video game so I can beat them up.,3686471183,True
I cut contact with my mother until she cut contract with my abusive ex.,2789284357,True
I cut my eyebrow into a slit so that it would scar and make myself look edgy.,725621633,True
I cut myself again last night and can't tell my roommate about it.,314644373,True
I cut off a former friend and advise current one to do the same.,3662026388,True
I cut off an acquaintance for what I consider dishonering his deceased wife.,409672589,True
I cut off my close friend because she hurt me mutiple time.,1917588783,True
I cut out a family member that have a traumatic brain injury.,2618430980,True
I cut people off because I feel they would be good off without me.,139204439,True
I cut someone off after they break my tv while drunk and refuse to pay for it.,1371282401,True
I cut someone off even though I am drive like everyone else.,2317817214,True
I deal with my trauma anniversary yesterday by drink to excess.,3856144231,True
I decide not to give a speech at graduation despite my parent's wish.,1433409732,True
I deliberately fail a medical test to get put on a less harsh treatment.,2908887541,True
I depress confession of a 17 yearold with a bad drug problem.,2613384570,True
"I destroy a parking gate in a church lot and drive off, leave it lay on the ground.",3396738341,True
"I didn't celebrate Christmas and won't be celebrate New Year, but I am okay with that as long as I am with my family.",1616652404,True
I didn't tip then send a complaint about a waiter who I get into a fight with in college.,1968971578,True
I do a citizen's arrest on a possible illegal immigrant and confiscate his cash.,2153520355,True
I do lot of WPM type test while I am at work to make it seem like I am always really busy.,1642667758,True
I do my little brother's science homework and he end up get detention because one of the teacher think my answer be 'wrong'.,3826003037,True
I don't allow my young daughter to eat junk food but let my other kid eat it.,727653187,True
I don't be okay with my girlfriend stay cool with her guy friend who try to bang her.,298458708,True
I don't defend a guy that be go to/being beat up on the street.,2825328043,True
I don't disclose my (kind of) oral herpes with my boyfriend.,2009142581,True
I don't feel bad after I open my car door into his car in a parking lot.,1945770139,True
I don't feel like I am worthy of be love or that I should ever find someone to be with romantically.,3305579347,True
I don't give my lab partner the statistic from our experiment to include in her lab report.,3817152796,True
I don't go back to my old job and potentially rely on my husband to support me while I job search.,2689016495,True
I don't help my sister use the printer at 2am with sleep family and get mad at her.,3386711316,True
I don't know if I'll ever find happiness in a relationship.,1508709586,True
"I don't know the difference between different type of music like classical, rock, pop, indie, metal etc. I just listen to whatever I like.",1797861621,True
I don't leave with my mom to be with my die grandpa so I can work instead.,3120306607,True
"I don't lend my drug addict friend money, even when he say it is not for drug.",804264769,True
I don't let a trans guy join me and my friends' all-girls dance group.,1392973939,True
